order_id,is_returned,return_reason,return_days_after_delivery
O2922,0,NONE,0
O2923,0,NONE,0
O2924,0,NONE,0
O2925,1,DELIVERY_DELAY,1
O2926,0,NONE,0
O2927,0,NONE,0
O2928,0,NONE,0
O2929,1,SIZE_FIT_ISSUE,2
O2930,0,NONE,0
O2931,1,SIZE_FIT_ISSUE,10
O2932,0,NONE,0
O2933,0,NONE,0
O2934,0,NONE,0
O2935,1,NO_LONGER_NEEDED,3
O2936,0,NONE,0
O2937,0,NONE,0
O2938,0,NONE,0
O2939,0,NONE,0
O2940,0,NONE,0
O2941,0,NONE,0
O2942,0,NONE,0
O2943,1,SIZE_FIT_ISSUE,6
O2944,1,SIZE_FIT_ISSUE,1
O2945,0,NONE,0
O2946,0,NONE,0
O2947,0,NONE,0
O2948,0,NONE,0
O2949,0,NONE,0
O2950,0,NONE,0
O2951,0,NONE,0
O2952,1,SIZE_FIT_ISSUE,4
O2953,1,SIZE_FIT_ISSUE,9
O2954,0,NONE,0
O2955,0,NONE,0
O2956,1,SIZE_FIT_ISSUE,3
O2957,0,NONE,0
O2958,0,NONE,0
O2959,1,QUALITY_DEFECT,4
O2960,0,NONE,0
O2961,0,NONE,0
O2962,0,NONE,0
O2963,1,DELIVERY_DELAY,1
O2964,0,NONE,0
O2965,0,NONE,0
O2966,0,NONE,0
O2967,1,SIZE_FIT_ISSUE,4
O2968,0,NONE,0
O2969,1,QUALITY_DEFECT,4
O2970,0,NONE,0
O2971,1,SIZE_FIT_ISSUE,1
O2972,0,NONE,0
O2973,0,NONE,0
O2974,0,NONE,0
O2975,0,NONE,0
O2976,0,NONE,0
O2977,1,SIZE_FIT_ISSUE,8
O2978,0,NONE,0
O2979,1,DELIVERY_DELAY,10
O2980,0,NONE,0
O2981,0,NONE,0
O2982,1,QUALITY_DEFECT,3
O2983,0,NONE,0
O2984,0,NONE,0
O2985,0,NONE,0
O2986,1,NO_LONGER_NEEDED,7
O2987,0,NONE,0
O2988,0,NONE,0
O2989,1,DELIVERY_DELAY,7
O2990,1,SIZE_FIT_ISSUE,2
O2991,1,QUALITY_DEFECT,6
O2992,0,NONE,0
O2993,0,NONE,0
O2994,1,QUALITY_DEFECT,2
O2995,0,NONE,0
O2996,0,NONE,0
O2997,0,NONE,0
O2998,0,NONE,0
O2999,0,NONE,0
O3000,1,QUALITY_DEFECT,2
