order_id,customer_id,product_id,order_date,order_day_of_week,order_hour,quantity,product_price,discount_amount,discount_percentage,final_price,payment_method,is_cod,shipping_mode,courier_partner,warehouse_city,delivery_city,expected_delivery_days,actual_delivery_days,delivery_delay,distance_km,is_remote_area,delivery_attempts,courier_delay_rate,warehouse_processing_time,is_returned,return_reason,return_days_after_delivery,city,state,pincode,customer_tenure_days,total_orders,total_returns,overall_return_rate,avg_order_value,avg_days_between_orders,last_order_days_ago,preferred_category,frequent_return_flag,product_name,category,brand,price,price_band,product_return_rate,category_return_rate,avg_rating,rating_variance,size_variants_count,is_fragile
O2571,C797,P4,2025-01-12,Sunday,1,1,24990,7497.0,30,17493.0,UPI,0,Standard,BlueDart,Mumbai,Hyderabad,3,3,0,627,0,2,0.07,2.52,0,NONE,0,Hyderabad,Telangana,766311,897,36,4,0.11,2968,26.009512217777647,35,Electronics,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O2572,C543,P1,2025-11-12,Wednesday,20,2,11999,2399.8,10,21598.2,COD,1,Same-Day,Delhivery,Delhi,Delhi,1,2,1,1151,1,2,0.35,2.07,0,NONE,0,Delhi,Delhi,396882,360,44,0,0.0,13928,21.022598244626828,8,Apparel,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2573,C817,P5,2025-01-28,Tuesday,9,1,3499,1049.7,30,2449.3,COD,1,Standard,BlueDart,Mumbai,Jaipur,3,4,1,1316,1,2,0.37,1.85,0,NONE,0,Jaipur,Rajasthan,415504,122,21,1,0.05,8215,12.435572559085951,56,Electronics,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O2574,C579,P6,2025-07-19,Saturday,0,1,3199,959.7,30,2239.3,COD,1,Standard,BlueDart,Lucknow,Bangalore,6,7,1,1407,1,1,0.29,1.06,0,NONE,0,Bangalore,Karnataka,359409,572,7,0,0.0,10491,13.339240865769392,26,Electronics,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O2575,C175,P5,2025-09-23,Tuesday,15,1,3499,734.79,21,2764.21,COD,1,Express,Ecom Express,Kolkata,Jaipur,3,3,0,319,0,3,0.17,1.57,1,NOT_AS_DESCRIBED,1,Jaipur,Rajasthan,691303,89,34,3,0.09,18810,16.559457643473092,52,Footwear,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O2576,C828,P1,2025-01-18,Saturday,2,1,11999,1199.9,10,10799.1,Card,0,Standard,BlueDart,Kolkata,Lucknow,3,5,2,753,0,3,0.29,1.87,0,NONE,0,Lucknow,Uttar Pradesh,335388,760,12,1,0.08,7156,9.763604131723254,56,Footwear,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2577,C937,P3,2025-03-19,Wednesday,3,1,39999,15599.61,39,24399.39,UPI,0,Express,Ecom Express,Chennai,Chennai,2,2,0,1302,1,3,0.29,1.69,0,NONE,0,Chennai,Tamil Nadu,988843,724,17,0,0.0,1257,29.798783840576323,45,Footwear,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O2578,C448,P4,2025-09-17,Wednesday,12,1,24990,2998.8,12,21991.2,UPI,0,Express,Delhivery,Hyderabad,Delhi,2,2,0,159,0,2,0.28,2.67,0,NONE,0,Delhi,Delhi,305973,299,39,15,0.38,3005,23.18563418004661,58,Apparel,1,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O2579,C745,P4,2025-03-16,Sunday,21,3,24990,22491.0,30,52479.0,UPI,0,Express,Delhivery,Jaipur,Kolkata,3,3,0,1561,1,3,0.09,2.23,0,NONE,0,Kolkata,West Bengal,255132,763,30,9,0.3,14512,14.240749177730198,24,Apparel,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O2580,C653,P1,2025-07-04,Friday,16,1,11999,2399.8,20,9599.2,UPI,0,Standard,Ecom Express,Bangalore,Lucknow,4,6,2,1426,1,1,0.18,2.3,1,WRONG_ITEM,6,Lucknow,Uttar Pradesh,557949,169,47,13,0.28,3274,8.430506706655564,52,Home Appliances,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2581,C256,P6,2025-09-02,Tuesday,17,1,3199,639.8,20,2559.2,COD,1,Standard,BlueDart,Kolkata,Chennai,3,4,1,1381,1,1,0.19,2.87,1,DAMAGED_IN_TRANSIT,8,Chennai,Tamil Nadu,700556,303,23,6,0.26,17356,29.637207556544855,44,Apparel,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O2582,C99,P3,2025-07-05,Saturday,10,1,39999,3999.9,10,35999.1,COD,1,Standard,Delhivery,Hyderabad,Mumbai,6,6,0,501,0,1,0.12,1.5,0,NONE,0,Mumbai,Maharashtra,781533,373,50,0,0.0,5285,8.439989693146792,19,Home Appliances,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O2583,C266,P2,2025-03-16,Sunday,13,1,1799,179.9,10,1619.1,COD,1,Express,BlueDart,Jaipur,Chennai,3,4,1,720,0,1,0.29,1.98,0,NONE,0,Chennai,Tamil Nadu,891918,269,49,7,0.14,14565,21.387130709588373,46,Apparel,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O2584,C652,P3,2025-04-25,Friday,23,1,39999,0.0,0,39999.0,COD,1,Standard,Ecom Express,Bangalore,Kolkata,6,7,1,1457,1,2,0.35,1.34,0,NONE,0,Kolkata,West Bengal,261760,325,31,5,0.16,4613,8.356936203614389,5,Apparel,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O2585,C534,P3,2025-05-30,Friday,23,1,39999,3999.9,10,35999.1,COD,1,Express,Delhivery,Hyderabad,Lucknow,3,3,0,781,0,3,0.24,1.05,0,NONE,0,Lucknow,Uttar Pradesh,725173,188,49,11,0.22,12669,24.269925000049152,16,Electronics,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O2586,C945,P3,2025-08-08,Friday,12,1,39999,4799.88,12,35199.12,COD,1,Express,Delhivery,Bangalore,Lucknow,3,3,0,1315,1,2,0.14,1.27,1,WRONG_ITEM,3,Lucknow,Uttar Pradesh,230889,117,42,20,0.48,2488,27.917859448742806,25,Footwear,1,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O2587,C351,P3,2025-08-03,Sunday,2,1,39999,3999.9,10,35999.1,COD,1,Standard,BlueDart,Hyderabad,Jaipur,3,4,1,1995,1,1,0.31,1.9,1,NO_LONGER_NEEDED,1,Jaipur,Rajasthan,918430,566,13,5,0.38,19134,5.723703983004642,13,Electronics,1,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O2588,C802,P5,2025-04-21,Monday,12,1,3499,0.0,0,3499.0,UPI,0,Express,Ecom Express,Jaipur,Delhi,2,2,0,1924,1,1,0.23,1.18,0,NONE,0,Delhi,Delhi,623452,248,41,8,0.2,15812,11.698398839153892,41,Home Appliances,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O2589,C731,P5,2025-08-14,Thursday,16,1,3499,1364.61,39,2134.39,UPI,0,Express,Delhivery,Mumbai,Mumbai,3,6,3,972,1,1,0.33,2.31,1,DELIVERY_DELAY,4,Mumbai,Maharashtra,255141,538,49,17,0.35,5431,26.87482848842743,34,Apparel,1,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O2590,C187,P4,2025-12-04,Thursday,15,1,24990,6997.2,28,17992.8,UPI,0,Express,BlueDart,Chennai,Jaipur,2,2,0,932,1,2,0.13,1.32,1,DAMAGED_IN_TRANSIT,6,Jaipur,Rajasthan,619696,78,40,15,0.38,11785,28.539660245797794,43,Home Appliances,1,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O2591,C580,P5,2025-07-16,Wednesday,8,1,3499,349.9,10,3149.1,COD,1,Express,BlueDart,Chennai,Kolkata,1,2,1,29,0,3,0.22,2.97,0,NONE,0,Kolkata,West Bengal,755602,339,27,1,0.04,8239,29.89986028117021,33,Footwear,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O2592,C443,P1,2025-10-29,Wednesday,1,1,11999,3839.68,32,8159.32,COD,1,Standard,Ecom Express,Jaipur,Lucknow,3,5,2,434,0,3,0.3,2.3,1,SIZE_FIT_ISSUE,10,Lucknow,Uttar Pradesh,474486,161,26,1,0.04,8185,7.501126431885572,40,Apparel,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2593,C165,P1,2025-11-03,Monday,23,1,11999,0.0,0,11999.0,UPI,0,Express,Delhivery,Delhi,Lucknow,1,1,0,1952,1,1,0.15,2.95,0,NONE,0,Lucknow,Uttar Pradesh,369761,765,46,7,0.15,6601,5.352104890461619,22,Footwear,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2594,C197,P2,2025-09-22,Monday,3,1,1799,503.72,28,1295.28,UPI,0,Standard,Delhivery,Hyderabad,Bangalore,3,3,0,631,0,2,0.21,2.27,1,SIZE_FIT_ISSUE,6,Bangalore,Karnataka,680189,628,21,4,0.19,19477,23.00029844373056,19,Electronics,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O2595,C272,P6,2025-07-12,Saturday,9,1,3199,991.69,31,2207.31,UPI,0,Express,Delhivery,Delhi,Mumbai,1,1,0,652,0,1,0.13,2.09,0,NONE,0,Mumbai,Maharashtra,888996,156,13,1,0.08,19819,23.250228722399456,23,Home Appliances,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O2596,C99,P2,2025-10-07,Tuesday,14,1,1799,0.0,0,1799.0,UPI,0,Standard,Delhivery,Chennai,Mumbai,6,9,3,1566,1,3,0.34,2.83,0,NONE,0,Mumbai,Maharashtra,781533,373,50,0,0.0,5285,8.439989693146792,19,Home Appliances,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O2597,C155,P5,2025-04-15,Tuesday,17,1,3499,69.98,2,3429.02,COD,1,Express,Ecom Express,Chennai,Lucknow,1,2,1,1602,1,2,0.35,1.54,1,SIZE_FIT_ISSUE,8,Lucknow,Uttar Pradesh,603110,387,25,2,0.08,18866,28.342509369270015,51,Footwear,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O2598,C891,P5,2025-03-10,Monday,15,2,3499,769.78,11,6228.22,UPI,0,Standard,BlueDart,Hyderabad,Chennai,4,5,1,888,1,3,0.35,1.45,0,NONE,0,Chennai,Tamil Nadu,197328,553,18,2,0.11,18580,12.80631034101096,22,Electronics,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O2599,C845,P4,2025-02-07,Friday,9,3,24990,0.0,0,74970.0,Card,0,Express,Ecom Express,Hyderabad,Mumbai,3,6,3,1893,1,1,0.34,2.97,0,NONE,0,Mumbai,Maharashtra,491704,634,30,4,0.13,3975,25.924430214527685,10,Apparel,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O2600,C511,P6,2025-10-19,Sunday,17,1,3199,639.8,20,2559.2,COD,1,Standard,Delhivery,Mumbai,Bangalore,6,8,2,1054,1,3,0.36,1.95,1,NO_LONGER_NEEDED,8,Bangalore,Karnataka,863124,270,13,5,0.38,8745,28.51093343344989,45,Apparel,1,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O2601,C970,P1,2025-03-27,Thursday,14,1,11999,1079.91,9,10919.09,Card,0,Standard,BlueDart,Jaipur,Jaipur,3,3,0,256,0,1,0.1,1.26,0,NONE,0,Jaipur,Rajasthan,929029,627,45,11,0.24,1699,10.179989937604642,58,Electronics,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2602,C451,P4,2025-04-19,Saturday,22,1,24990,0.0,0,24990.0,COD,1,Standard,Delhivery,Delhi,Mumbai,6,6,0,1085,1,2,0.26,2.05,1,WRONG_ITEM,9,Mumbai,Maharashtra,481540,544,30,0,0.0,847,21.566962234467418,55,Electronics,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O2603,C142,P5,2025-02-17,Monday,3,1,3499,1434.59,41,2064.41,UPI,0,Express,BlueDart,Kolkata,Chennai,2,2,0,1256,1,1,0.27,1.33,1,SIZE_FIT_ISSUE,7,Chennai,Tamil Nadu,900961,442,28,9,0.32,12491,6.131059862781616,4,Electronics,1,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O2604,C306,P6,2025-02-15,Saturday,2,1,3199,1311.59,41,1887.41,COD,1,Standard,BlueDart,Delhi,Mumbai,3,3,0,24,0,2,0.07,1.79,1,NO_LONGER_NEEDED,3,Mumbai,Maharashtra,777366,484,17,4,0.24,4720,7.299465966425457,55,Footwear,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O2605,C460,P3,2025-03-21,Friday,18,1,39999,0.0,0,39999.0,UPI,0,Express,Ecom Express,Mumbai,Delhi,1,2,1,445,0,3,0.23,1.15,0,NONE,0,Delhi,Delhi,973846,450,46,24,0.52,1235,11.091757685531737,9,Electronics,1,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O2606,C54,P2,2025-05-22,Thursday,14,1,1799,539.7,30,1259.3,COD,1,Standard,BlueDart,Delhi,Lucknow,3,4,1,1777,1,2,0.19,2.27,0,NONE,0,Lucknow,Uttar Pradesh,546980,732,30,0,0.0,4037,17.256721353605634,59,Home Appliances,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O2607,C588,P5,2025-05-25,Sunday,11,1,3499,0.0,0,3499.0,UPI,0,Standard,Delhivery,Hyderabad,Hyderabad,6,6,0,1511,1,1,0.14,1.22,0,NONE,0,Hyderabad,Telangana,343461,266,43,6,0.14,1354,13.981533363363784,45,Home Appliances,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O2608,C927,P6,2025-07-25,Friday,8,1,3199,959.7,30,2239.3,Card,0,Standard,BlueDart,Mumbai,Kolkata,4,4,0,671,0,2,0.11,2.76,1,CHANGED_MIND,6,Kolkata,West Bengal,374056,800,45,21,0.47,15334,11.825328477831235,43,Footwear,1,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O2609,C392,P1,2025-12-07,Sunday,6,3,11999,7199.4,20,28797.6,UPI,0,Express,Delhivery,Delhi,Chennai,1,2,1,428,0,2,0.39,1.96,1,SIZE_FIT_ISSUE,2,Chennai,Tamil Nadu,823415,519,29,6,0.21,14319,21.221162096806594,52,Electronics,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2610,C66,P2,2025-11-23,Sunday,7,1,1799,395.78,22,1403.22,COD,1,Standard,Ecom Express,Kolkata,Lucknow,6,7,1,854,1,2,0.22,1.44,1,SIZE_FIT_ISSUE,2,Lucknow,Uttar Pradesh,265055,408,26,6,0.23,10711,23.03989919356683,50,Apparel,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O2611,C171,P5,2025-10-29,Wednesday,15,1,3499,0.0,0,3499.0,COD,1,Standard,BlueDart,Bangalore,Kolkata,3,3,0,61,0,1,0.23,1.86,1,NOT_AS_DESCRIBED,4,Kolkata,West Bengal,836038,592,31,13,0.42,15928,23.93376308260815,52,Electronics,1,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O2612,C294,P6,2025-11-28,Friday,8,2,3199,1919.4,30,4478.6,Card,0,Express,Ecom Express,Kolkata,Bangalore,2,2,0,16,0,2,0.18,2.35,0,NONE,0,Bangalore,Karnataka,494552,899,47,9,0.19,10576,7.598725483788991,34,Electronics,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O2613,C686,P5,2025-05-29,Thursday,4,3,3499,2099.4,20,8397.6,UPI,0,Standard,Delhivery,Delhi,Kolkata,4,4,0,125,0,1,0.07,2.96,1,NO_LONGER_NEEDED,2,Kolkata,West Bengal,814956,340,26,5,0.19,13627,6.3798668295652625,42,Apparel,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O2614,C870,P1,2025-11-04,Tuesday,15,1,11999,4919.59,41,7079.41,COD,1,Standard,BlueDart,Bangalore,Chennai,3,3,0,836,1,2,0.29,1.24,0,NONE,0,Chennai,Tamil Nadu,537400,514,46,4,0.09,4331,17.369720008726546,42,Footwear,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2615,C832,P5,2025-10-24,Friday,12,1,3499,1049.7,30,2449.3,Card,0,Same-Day,Ecom Express,Delhi,Jaipur,1,1,0,974,1,3,0.09,2.27,1,WRONG_ITEM,9,Jaipur,Rajasthan,322526,760,48,6,0.12,13066,22.711329166459095,48,Footwear,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O2616,C952,P3,2025-11-18,Tuesday,17,1,39999,4399.89,11,35599.11,Card,0,Standard,Ecom Express,Lucknow,Chennai,6,6,0,713,0,1,0.05,2.78,0,NONE,0,Chennai,Tamil Nadu,557019,555,42,5,0.12,12222,12.779706005689857,57,Electronics,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O2617,C135,P6,2025-05-12,Monday,21,2,3199,2431.24,38,3966.76,UPI,0,Same-Day,BlueDart,Hyderabad,Jaipur,1,1,0,169,0,2,0.17,2.5,0,NONE,0,Jaipur,Rajasthan,587002,238,35,4,0.11,11647,20.166506570515907,21,Footwear,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O2618,C487,P4,2025-02-15,Saturday,9,1,24990,2499.0,10,22491.0,Card,0,Standard,BlueDart,Hyderabad,Chennai,6,6,0,240,0,1,0.27,1.73,0,NONE,0,Chennai,Tamil Nadu,501261,678,9,1,0.11,7721,21.922824401627498,15,Footwear,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O2619,C561,P3,2025-07-08,Tuesday,23,1,39999,0.0,0,39999.0,UPI,0,Standard,Ecom Express,Kolkata,Kolkata,3,3,0,302,0,2,0.17,2.95,0,NONE,0,Kolkata,West Bengal,956835,474,27,3,0.11,14148,28.256152098594438,8,Electronics,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O2620,C220,P2,2025-08-06,Wednesday,13,1,1799,341.81,19,1457.19,Card,0,Standard,Ecom Express,Mumbai,Bangalore,4,4,0,1666,1,1,0.29,2.22,0,NONE,0,Bangalore,Karnataka,533911,427,23,3,0.13,3275,23.12109610086978,36,Electronics,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O2621,C745,P4,2025-10-17,Friday,13,1,24990,2249.1,9,22740.9,Card,0,Express,Ecom Express,Chennai,Kolkata,2,3,1,667,0,2,0.16,2.67,0,NONE,0,Kolkata,West Bengal,255132,763,30,9,0.3,14512,14.240749177730198,24,Apparel,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O2622,C986,P6,2025-08-03,Sunday,11,1,3199,639.8,20,2559.2,UPI,0,Standard,Delhivery,Kolkata,Jaipur,3,3,0,1012,1,2,0.28,1.4,0,NONE,0,Jaipur,Rajasthan,660453,425,9,0,0.0,6671,16.86944136556952,22,Home Appliances,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O2623,C841,P4,2025-12-04,Thursday,18,1,24990,4998.0,20,19992.0,UPI,0,Standard,BlueDart,Chennai,Lucknow,3,3,0,926,1,1,0.17,1.53,0,NONE,0,Lucknow,Uttar Pradesh,562966,395,7,1,0.14,18878,17.12998786154384,32,Apparel,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O2624,C311,P1,2025-01-17,Friday,19,1,11999,1199.9,10,10799.1,COD,1,Standard,Delhivery,Hyderabad,Bangalore,6,13,7,1262,1,3,0.34,2.24,1,WRONG_ITEM,2,Bangalore,Karnataka,919898,760,29,0,0.0,12267,16.992110972202905,51,Home Appliances,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2625,C246,P3,2025-01-14,Tuesday,4,1,39999,15599.61,39,24399.39,COD,1,Standard,Delhivery,Jaipur,Jaipur,4,7,3,1646,1,2,0.25,2.44,1,WRONG_ITEM,8,Jaipur,Rajasthan,725397,171,31,3,0.1,19335,14.592749070942174,12,Home Appliances,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O2626,C380,P1,2025-07-12,Saturday,1,1,11999,2399.8,20,9599.2,UPI,0,Standard,Ecom Express,Mumbai,Bangalore,6,6,0,352,0,3,0.27,2.77,1,CHANGED_MIND,5,Bangalore,Karnataka,150290,707,43,12,0.28,4042,21.339190460018816,2,Apparel,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2627,C405,P6,2025-05-07,Wednesday,16,1,3199,1279.6,40,1919.4,UPI,0,Standard,BlueDart,Mumbai,Hyderabad,4,4,0,734,0,1,0.09,1.69,1,NO_LONGER_NEEDED,6,Hyderabad,Telangana,457938,393,5,0,0.0,10067,18.692264542353357,24,Apparel,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O2628,C574,P6,2025-02-24,Monday,13,3,3199,959.7,10,8637.3,Card,0,Standard,BlueDart,Mumbai,Delhi,5,5,0,1404,1,3,0.24,1.24,1,DAMAGED_IN_TRANSIT,10,Delhi,Delhi,832697,714,49,8,0.16,1102,14.415166747384692,58,Apparel,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O2629,C118,P4,2025-09-28,Sunday,1,1,24990,4998.0,20,19992.0,UPI,0,Standard,BlueDart,Hyderabad,Kolkata,4,4,0,1090,1,1,0.29,1.98,0,NONE,0,Kolkata,West Bengal,501451,610,28,0,0.0,1561,20.127370721369637,44,Home Appliances,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O2630,C172,P1,2025-01-08,Wednesday,3,1,11999,4799.6,40,7199.4,UPI,0,Standard,Ecom Express,Jaipur,Mumbai,4,5,1,1667,1,3,0.27,2.58,1,NO_LONGER_NEEDED,10,Mumbai,Maharashtra,568449,570,38,7,0.18,12354,6.952568053686004,37,Apparel,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2631,C743,P4,2025-03-14,Friday,18,1,24990,249.9,1,24740.1,UPI,0,Same-Day,BlueDart,Bangalore,Hyderabad,0,3,3,1509,1,3,0.24,1.97,0,NONE,0,Hyderabad,Telangana,652005,257,42,3,0.07,9607,9.892891835896046,6,Home Appliances,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O2632,C571,P1,2025-06-06,Friday,9,1,11999,2399.8,20,9599.2,COD,1,Standard,Delhivery,Lucknow,Hyderabad,3,3,0,1745,1,2,0.17,2.1,0,NONE,0,Hyderabad,Telangana,818651,412,17,0,0.0,5611,23.943344564826553,55,Apparel,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2633,C970,P1,2025-06-06,Friday,14,1,11999,2399.8,20,9599.2,Card,0,Standard,Ecom Express,Delhi,Jaipur,5,5,0,851,1,3,0.14,2.47,0,NONE,0,Jaipur,Rajasthan,929029,627,45,11,0.24,1699,10.179989937604642,58,Electronics,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2634,C813,P5,2025-04-27,Sunday,6,1,3499,1049.7,30,2449.3,UPI,0,Standard,Ecom Express,Mumbai,Bangalore,4,6,2,347,0,3,0.32,1.08,1,NO_LONGER_NEEDED,7,Bangalore,Karnataka,659383,413,36,16,0.44,4201,12.912248660949064,28,Home Appliances,1,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O2635,C955,P2,2025-07-27,Sunday,12,3,1799,0.0,0,5397.0,UPI,0,Standard,Ecom Express,Hyderabad,Hyderabad,5,5,0,133,0,1,0.29,2.56,1,SIZE_FIT_ISSUE,8,Hyderabad,Telangana,311037,834,45,11,0.24,2741,13.538798091813096,43,Home Appliances,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O2636,C675,P2,2025-07-16,Wednesday,23,2,1799,1403.22,39,2194.78,UPI,0,Express,Ecom Express,Mumbai,Chennai,1,2,1,1317,1,3,0.18,2.58,1,SIZE_FIT_ISSUE,3,Chennai,Tamil Nadu,135695,54,17,4,0.24,3512,6.422047789861534,39,Electronics,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O2637,C339,P1,2025-12-15,Monday,14,1,11999,1199.9,10,10799.1,UPI,0,Standard,Delhivery,Bangalore,Hyderabad,6,6,0,1539,1,1,0.1,1.15,0,NONE,0,Hyderabad,Telangana,413369,110,35,0,0.0,13436,27.569430033478852,46,Apparel,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O2638,C628,P1,2025-05-15,Thursday,13,1,11999,0.0,0,11999.0,Card,0,Standard,Ecom Express,Delhi,Mumbai,4,5,1,710,0,2,0.18,1.22,0,NONE,0,Mumbai,Maharashtra,426087,75,5,1,0.2,19973,26.796877325899132,22,Home Appliances,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
